Order ID,Order Date,Product Name,Category,Region,Sales,Profit,Quantity
ORD-17362,2022-07-04,IKEA Standing Desk,Furniture,Central,366.3,38.95,1
ORD-48680,2022-07-04,Herman Miller Chair,Furniture,South,2087.53,308.74,3
ORD-75622,2022-07-05,HP LaserJet Printer,Technology,Central,2404.21,442.54,8
ORD-57887,2022-07-05,Whiteboard Markers,Office Supplies,Central,11.2,4.44,1
ORD-25026,2022-07-06,Logitech Wireless Mouse,Technology,Central,195.92,59.89,5
ORD-39102,2022-07-07,Glass Coffee Table,Furniture,West,2100.91,257.98,7
ORD-55685,2022-07-08,Wooden Bookshelf,Furniture,Central,953.14,145.22,4
ORD-66168,2022-07-09,A4 Paper Ream,Office Supplies,South,22.14,5.29,3
ORD-50449,2022-07-10,Herman Miller Chair,Furniture,East,5869.55,858.22,6
ORD-62802,2022-07-10,Leather Sofa,Furniture,Central,2243.83,361.31,2
ORD-20142,2022-07-10,Samsung Galaxy Tab,Technology,South,1325.74,160.81,3
ORD-62288,2022-07-10,Pen Set,Office Supplies,East,127.03,32.11,5
ORD-40352,2022-07-11,HP LaserJet Printer,Technology,Central,551.2,88.02,2
ORD-87709,2022-07-13,Pen Set,Office Supplies,Central,103.91,23.35,5
ORD-50966,2022-07-14,Leather Sofa,Furniture,Central,8373.55,1634.78,7
ORD-79226,2022-07-15,Filing Cabinet,Furniture,South,1486.16,179.88,10
ORD-66734,2022-07-15,Highlighter Pack,Office Supplies,West,80.54,14.23,6
ORD-76247,2022-07-15,Filing Cabinet,Furniture,East,2065.8,221.6,10
ORD-91123,2022-07-15,Canon DSLR Camera,Technology,East,7466.5,1510.19,9
ORD-16505,2022-07-16,Pen Set,Office Supplies,South,98.97,26.85,5
ORD-38695,2022-07-17,Sticky Notes Pack,Office Supplies,South,81.73,17.08,9
ORD-33255,2022-07-17,Canon DSLR Camera,Technology,Central,2127.27,362.68,3
ORD-57052,2022-07-18,Herman Miller Chair,Furniture,East,5753.5,1020.05,7
ORD-48086,2022-07-19,Samsung Galaxy Tab,Technology,East,3486.76,586.85,6
ORD-53426,2022-07-19,Leather Sofa,Furniture,South,3042.13,660.64,3
ORD-14782,2022-07-19,Stapler Set,Office Supplies,Central,49.9,18.82,3
ORD-74010,2022-07-20,Glass Coffee Table,Furniture,Central,1599.66,165.32,6
ORD-65769,2022-07-20,Sony Headphones,Technology,Central,813.91,191.56,6
ORD-85777,2022-07-22,Pen Set,Office Supplies,West,183.6,35.02,9
ORD-14170,2022-07-22,Dell XPS 15,Technology,Central,3379.01,724.72,4
ORD-16286,2022-07-22,Pen Set,Office Supplies,South,142.68,35.77,9
ORD-19814,2022-07-22,Binder Clips Box,Office Supplies,West,29.65,9.17,4
ORD-37235,2022-07-23,Pen Set,Office Supplies,East,214.09,58.51,10
ORD-92074,2022-07-23,Wooden Bookshelf,Furniture,East,263.71,34.45,1
ORD-93037,2022-07-24,Stapler Set,Office Supplies,Central,33.17,12.86,2
ORD-59528,2022-07-24,Herman Miller Chair,Furniture,West,873.12,134.88,1
ORD-23845,2022-07-25,SanDisk SSD 1TB,Technology,West,320.01,43.72,3
ORD-28351,2022-07-25,Binder Clips Box,Office Supplies,Central,31.13,-2.77,4
ORD-78327,2022-07-25,Logitech Wireless Mouse,Technology,East,269.68,56.68,7
ORD-42487,2022-07-25,Glass Coffee Table,Furniture,West,949.76,144.71,3
ORD-74361,2022-07-26,Wooden Bookshelf,Furniture,West,1735.01,213.72,7
ORD-11246,2022-07-26,Canon DSLR Camera,Technology,Central,5431.67,762.55,8
ORD-59823,2022-07-26,A4 Paper Ream,Office Supplies,South,14.11,2.73,2
ORD-12751,2022-07-27,Apple MacBook Pro,Technology,West,6910.13,1071.41,5
ORD-54514,2022-07-27,Leather Sofa,Furniture,Central,11549.78,1464.97,10
ORD-46937,2022-07-28,IKEA Standing Desk,Furniture,East,1776.95,154.02,4
ORD-98809,2022-07-28,Samsung Galaxy Tab,Technology,Central,969.47,120.13,2
ORD-95678,2022-07-29,Sony Headphones,Technology,West,1189.83,277.36,7
ORD-62879,2022-07-30,Herman Miller Chair,Furniture,Central,785.27,121.93,1
ORD-60272,2022-07-30,A4 Paper Ream,Office Supplies,West,50.05,11.39,6
ORD-56357,2022-07-30,Logitech Wireless Mouse,Technology,West,168.2,54.67,4
ORD-14569,2022-07-31,Binder Clips Box,Office Supplies,East,68.76,19.27,8
ORD-27601,2022-08-01,Pen Set,Office Supplies,East,242.41,54.51,9
ORD-21749,2022-08-01,Filing Cabinet,Furniture,East,493.6,74.74,2
ORD-99849,2022-08-01,SanDisk SSD 1TB,Technology,East,895.83,173.34,9
ORD-72094,2022-08-01,Dell XPS 15,Technology,West,4057.62,869.34,4
ORD-77054,2022-08-03,Pen Set,Office Supplies,West,163.66,55.12,7
ORD-69546,2022-08-03,Leather Sofa,Furniture,South,2878.97,602.87,3
ORD-31895,2022-08-04,Pen Set,Office Supplies,East,224.6,-20.66,9
ORD-26187,2022-08-04,SanDisk SSD 1TB,Technology,West,662.73,133.04,7
ORD-66822,2022-08-05,Herman Miller Chair,Furniture,Central,6064.77,953.29,8
ORD-31544,2022-08-05,HP LaserJet Printer,Technology,East,1042.52,175.11,3
ORD-75239,2022-08-06,Pen Set,Office Supplies,East,127.71,-12.43,5
ORD-51827,2022-08-06,IKEA Standing Desk,Furniture,South,3016.45,392.01,9
ORD-21995,2022-08-07,Highlighter Pack,Office Supplies,West,98.42,32.02,7
ORD-18561,2022-08-07,Samsung Galaxy Tab,Technology,West,4808.31,832.8,9
ORD-70812,2022-08-08,Whiteboard Markers,Office Supplies,Central,74.42,25.82,7
ORD-33704,2022-08-08,Pen Set,Office Supplies,West,173.69,42.8,8
ORD-22624,2022-08-08,Herman Miller Chair,Furniture,Central,2079.43,249.88,3
ORD-52879,2022-08-09,A4 Paper Ream,Office Supplies,West,8.48,1.48,1
ORD-12500,2022-08-09,Filing Cabinet,Furniture,South,1008.35,116.12,6
ORD-66482,2022-08-09,Highlighter Pack,Office Supplies,Central,62.02,20.1,5
ORD-12772,2022-08-09,Binder Clips Box,Office Supplies,Central,20.32,-1.98,3
ORD-89599,2022-08-09,Leather Sofa,Furniture,South,5396.79,876.87,6
ORD-45903,2022-08-10,Dell XPS 15,Technology,West,7919.02,1111.31,7
ORD-60140,2022-08-10,Highlighter Pack,Office Supplies,West,84.35,26.9,5
ORD-95664,2022-08-10,Whiteboard Markers,Office Supplies,East,129.64,28.64,10
ORD-73142,2022-08-10,Glass Coffee Table,Furniture,South,1358.67,213.06,5
ORD-85849,2022-08-10,Binder Clips Box,Office Supplies,East,22.19,6.33,3
ORD-99850,2022-08-11,Leather Sofa,Furniture,East,11445.94,1601.0,10
ORD-69193,2022-08-12,Glass Coffee Table,Furniture,East,3463.69,647.09,9
ORD-90698,2022-08-12,Glass Coffee Table,Furniture,South,757.73,90.78,3
ORD-17808,2022-08-14,Logitech Wireless Mouse,Technology,Central,90.48,25.85,3
ORD-26926,2022-08-15,Leather Sofa,Furniture,Central,3127.04,584.23,3
ORD-23879,2022-08-16,Stapler Set,Office Supplies,East,143.73,39.89,8
ORD-89144,2022-08-17,Wooden Bookshelf,Furniture,South,195.52,23.75,1
ORD-48469,2022-08-17,Dell XPS 15,Technology,South,4548.32,773.11,6
ORD-17148,2022-08-19,Logitech Wireless Mouse,Technology,West,73.53,22.37,2
ORD-63907,2022-08-20,Stapler Set,Office Supplies,West,150.8,49.77,8
ORD-90945,2022-08-22,Dell XPS 15,Technology,South,5866.17,1273.72,7
ORD-95814,2022-08-23,Glass Coffee Table,Furniture,Central,525.26,67.3,2
ORD-83920,2022-08-23,Canon DSLR Camera,Technology,West,5139.35,1080.81,8
ORD-28664,2022-08-24,Dell XPS 15,Technology,South,962.33,213.43,1
ORD-38437,2022-08-24,HP LaserJet Printer,Technology,West,1955.31,337.29,6
ORD-73198,2022-08-25,Pen Set,Office Supplies,Central,59.1,20.83,3
ORD-67403,2022-08-25,A4 Paper Ream,Office Supplies,Central,61.44,12.76,7
ORD-39937,2022-08-25,Samsung Galaxy Tab,Technology,East,5463.98,1043.68,10
ORD-48138,2022-08-25,Highlighter Pack,Office Supplies,Central,62.96,15.48,4
ORD-22451,2022-08-26,Wooden Bookshelf,Furniture,South,1280.85,121.52,7
ORD-10183,2022-08-26,Canon DSLR Camera,Technology,West,6949.51,1219.13,9
ORD-77277,2022-08-28,Stapler Set,Office Supplies,East,138.85,45.6,9
ORD-45737,2022-08-29,Glass Coffee Table,Furniture,South,1785.17,242.7,8
ORD-48019,2022-08-30,Herman Miller Chair,Furniture,South,2539.02,279.32,4
ORD-71674,2022-08-30,Glass Coffee Table,Furniture,South,1720.63,177.94,8
ORD-37871,2022-08-30,Sticky Notes Pack,Office Supplies,West,87.84,22.35,9
ORD-34134,2022-08-31,A4 Paper Ream,Office Supplies,South,14.14,3.42,2
ORD-75803,2022-09-02,Whiteboard Markers,Office Supplies,South,24.0,4.9,2
ORD-25286,2022-09-03,Sticky Notes Pack,Office Supplies,South,80.54,24.16,8
ORD-15379,2022-09-04,Herman Miller Chair,Furniture,East,3008.15,290.8,3
ORD-65353,2022-09-04,Sticky Notes Pack,Office Supplies,East,11.18,3.2,1
ORD-77922,2022-09-04,Leather Sofa,Furniture,West,8424.35,1654.56,8
ORD-80244,2022-09-05,Leather Sofa,Furniture,South,6344.25,1349.57,7
ORD-59008,2022-09-06,Filing Cabinet,Furniture,Central,1385.8,207.61,8
ORD-56018,2022-09-06,Highlighter Pack,Office Supplies,South,81.41,-5.64,6
ORD-80111,2022-09-07,Sticky Notes Pack,Office Supplies,South,53.09,15.54,6
ORD-42631,2022-09-07,Samsung Galaxy Tab,Technology,Central,436.32,53.35,1
ORD-49311,2022-09-07,Sony Headphones,Technology,Central,167.8,44.85,1
ORD-61664,2022-09-07,Stapler Set,Office Supplies,South,14.46,5.31,1
ORD-11262,2022-09-08,Wooden Bookshelf,Furniture,West,1289.09,126.19,6
ORD-24034,2022-09-09,Stapler Set,Office Supplies,East,33.87,10.59,2
ORD-27790,2022-09-09,Filing Cabinet,Furniture,Central,651.29,73.03,4
ORD-97225,2022-09-10,IKEA Standing Desk,Furniture,South,2880.62,217.65,8
ORD-21952,2022-09-11,Samsung Galaxy Tab,Technology,South,1141.21,190.51,3
ORD-73886,2022-09-11,Dell XPS 15,Technology,West,7130.17,1158.28,7
ORD-88878,2022-09-11,Filing Cabinet,Furniture,East,473.96,77.22,2
ORD-50481,2022-09-12,Binder Clips Box,Office Supplies,East,30.37,-2.81,4
ORD-71433,2022-09-12,Glass Coffee Table,Furniture,South,2196.41,349.46,8
ORD-79660,2022-09-13,Canon DSLR Camera,Technology,East,4284.41,849.16,5
ORD-80466,2022-09-14,Sony Headphones,Technology,Central,678.94,112.27,4
ORD-67464,2022-09-14,Stapler Set,Office Supplies,West,34.4,12.54,2
ORD-49926,2022-09-15,Pen Set,Office Supplies,East,109.33,21.17,4
ORD-62814,2022-09-15,Samsung Galaxy Tab,Technology,East,3492.71,548.01,7
ORD-27206,2022-09-16,Canon DSLR Camera,Technology,South,4347.41,654.99,8
ORD-76093,2022-09-16,A4 Paper Ream,Office Supplies,Central,29.43,-1.5,4
ORD-46046,2022-09-16,Logitech Wireless Mouse,Technology,West,87.41,23.58,2
ORD-76619,2022-09-16,IKEA Standing Desk,Furniture,East,2383.79,258.53,5
ORD-67788,2022-09-17,Dell XPS 15,Technology,East,7009.92,1590.2,6
ORD-37021,2022-09-17,Samsung Galaxy Tab,Technology,Central,3568.86,693.46,8
ORD-39808,2022-09-18,Wooden Bookshelf,Furniture,South,1668.32,194.98,8
ORD-73539,2022-09-18,Sticky Notes Pack,Office Supplies,Central,28.54,-1.57,3
ORD-76577,2022-09-18,IKEA Standing Desk,Furniture,South,1682.18,124.65,6
ORD-91560,2022-09-19,Highlighter Pack,Office Supplies,Central,42.37,9.02,3
ORD-62732,2022-09-19,SanDisk SSD 1TB,Technology,Central,472.63,87.79,6
ORD-50051,2022-09-20,Stapler Set,Office Supplies,South,35.98,12.7,3
ORD-17097,2022-09-20,Whiteboard Markers,Office Supplies,Central,44.06,11.94,4
ORD-22055,2022-09-21,Dell XPS 15,Technology,West,7684.52,1027.82,8
ORD-91567,2022-09-21,Pen Set,Office Supplies,West,230.84,78.19,10
ORD-32713,2022-09-22,Samsung Galaxy Tab,Technology,East,4081.89,479.77,8
ORD-90541,2022-09-23,HP LaserJet Printer,Technology,Central,553.57,109.98,2
ORD-90209,2022-09-23,Pen Set,Office Supplies,South,130.05,25.48,8
ORD-45456,2022-09-23,Pen Set,Office Supplies,East,235.81,56.38,9
ORD-59277,2022-09-24,Stapler Set,Office Supplies,East,35.61,13.6,2
ORD-84205,2022-09-25,Wooden Bookshelf,Furniture,South,1832.83,157.67,9
ORD-93507,2022-09-25,Sticky Notes Pack,Office Supplies,South,10.16,-0.99,1
ORD-34856,2022-09-25,Sticky Notes Pack,Office Supplies,East,21.99,-1.23,2
ORD-11882,2022-09-25,Stapler Set,Office Supplies,Central,156.06,-10.92,10
ORD-88282,2022-09-26,Highlighter Pack,Office Supplies,East,104.23,25.34,6
ORD-47752,2022-09-26,Herman Miller Chair,Furniture,West,4562.22,445.64,5
ORD-57060,2022-09-26,Leather Sofa,Furniture,Central,5250.55,636.37,5
ORD-22178,2022-09-27,IKEA Standing Desk,Furniture,East,3157.12,420.13,8
ORD-72115,2022-09-28,Apple MacBook Pro,Technology,South,7109.27,1420.39,7
ORD-21750,2022-09-28,Sony Headphones,Technology,South,938.24,247.4,8
ORD-50172,2022-09-28,Leather Sofa,Furniture,South,10398.38,1807.3,10
ORD-84847,2022-09-28,A4 Paper Ream,Office Supplies,South,53.81,12.45,8
ORD-11990,2022-09-28,SanDisk SSD 1TB,Technology,Central,324.17,81.23,4
ORD-24230,2022-09-28,Pen Set,Office Supplies,East,89.8,21.13,4
ORD-95208,2022-09-29,Binder Clips Box,Office Supplies,South,39.58,8.99,6
ORD-36894,2022-09-29,IKEA Standing Desk,Furniture,East,3313.47,277.33,9
ORD-90713,2022-09-29,Dell XPS 15,Technology,South,4330.84,532.59,5
ORD-45446,2022-09-30,Herman Miller Chair,Furniture,West,4463.91,428.45,5
ORD-93544,2022-09-30,Herman Miller Chair,Furniture,Central,5120.69,491.85,7
ORD-77329,2022-10-01,A4 Paper Ream,Office Supplies,West,15.84,4.49,2
ORD-61713,2022-10-01,Canon DSLR Camera,Technology,South,590.7,72.98,1
ORD-51049,2022-10-02,A4 Paper Ream,Office Supplies,South,74.88,14.13,10
ORD-54922,2022-10-02,Leather Sofa,Furniture,South,5959.53,701.22,7
ORD-92660,2022-10-03,HP LaserJet Printer,Technology,Central,2444.85,478.61,8
ORD-21013,2022-10-03,A4 Paper Ream,Office Supplies,South,39.03,8.64,5
ORD-50954,2022-10-03,Highlighter Pack,Office Supplies,South,37.19,11.47,3
ORD-49384,2022-10-03,Filing Cabinet,Furniture,East,776.81,116.19,4
ORD-10403,2022-10-06,Binder Clips Box,Office Supplies,West,56.57,19.05,8
ORD-72869,2022-10-07,Herman Miller Chair,Furniture,Central,6477.01,584.09,9
ORD-35575,2022-10-07,Logitech Wireless Mouse,Technology,East,297.47,80.39,8
ORD-30644,2022-10-07,Logitech Wireless Mouse,Technology,South,199.39,36.78,6
ORD-55073,2022-10-07,Herman Miller Chair,Furniture,East,9915.67,1652.23,9
ORD-36117,2022-10-08,Whiteboard Markers,Office Supplies,Central,38.63,11.64,3
ORD-60164,2022-10-08,Logitech Wireless Mouse,Technology,South,177.22,34.54,5
ORD-64949,2022-10-09,Sticky Notes Pack,Office Supplies,East,27.56,5.82,2
ORD-86474,2022-10-10,Pen Set,Office Supplies,Central,91.55,30.88,5
ORD-63131,2022-10-11,Binder Clips Box,Office Supplies,East,68.14,16.12,8
ORD-13365,2022-10-12,Apple MacBook Pro,Technology,Central,9525.77,1316.83,7
ORD-72970,2022-10-13,Logitech Wireless Mouse,Technology,East,153.63,37.53,4
ORD-23434,2022-10-13,Stapler Set,Office Supplies,East,86.61,33.79,5
ORD-42325,2022-10-13,Sticky Notes Pack,Office Supplies,Central,82.58,-5.22,8
ORD-59501,2022-10-14,Logitech Wireless Mouse,Technology,South,167.57,34.45,5
ORD-20279,2022-10-14,Filing Cabinet,Furniture,South,968.35,134.24,7
ORD-52987,2022-10-14,Sticky Notes Pack,Office Supplies,West,114.82,32.46,10
ORD-40938,2022-10-15,Wooden Bookshelf,Furniture,East,1877.78,236.86,7
ORD-74080,2022-10-17,A4 Paper Ream,Office Supplies,West,20.16,-1.51,2
ORD-19077,2022-10-18,Filing Cabinet,Furniture,West,354.86,46.5,2
ORD-14701,2022-10-18,Pen Set,Office Supplies,West,42.08,11.75,2
ORD-55656,2022-10-18,Leather Sofa,Furniture,East,2577.77,532.24,2
ORD-24538,2022-10-18,Herman Miller Chair,Furniture,East,3073.03,413.72,3
ORD-39697,2022-10-19,Highlighter Pack,Office Supplies,East,77.14,-4.49,4
ORD-87283,2022-10-19,Leather Sofa,Furniture,East,4510.64,747.47,3
ORD-46677,2022-10-19,SanDisk SSD 1TB,Technology,Central,87.88,20.36,1
ORD-96535,2022-10-21,Highlighter Pack,Office Supplies,South,44.51,14.09,4
ORD-13236,2022-10-21,Herman Miller Chair,Furniture,Central,4016.91,473.04,5
ORD-62205,2022-10-23,Herman Miller Chair,Furniture,West,9895.19,1213.3,10
ORD-48905,2022-10-24,Herman Miller Chair,Furniture,Central,5108.24,501.76,6
ORD-21855,2022-10-24,Dell XPS 15,Technology,Central,5121.71,691.56,5
ORD-52432,2022-10-24,Herman Miller Chair,Furniture,West,1540.65,222.8,2
ORD-27038,2022-10-24,IKEA Standing Desk,Furniture,East,2325.8,227.9,5
ORD-33444,2022-10-24,Glass Coffee Table,Furniture,West,829.77,116.94,3
ORD-71822,2022-10-25,Filing Cabinet,Furniture,East,446.38,52.49,2
ORD-96013,2022-10-25,Filing Cabinet,Furniture,West,1332.85,159.06,7
ORD-13771,2022-10-26,Binder Clips Box,Office Supplies,West,54.08,13.84,7
ORD-28035,2022-10-27,Logitech Wireless Mouse,Technology,East,289.55,77.21,6
ORD-48070,2022-10-27,SanDisk SSD 1TB,Technology,Central,551.6,94.14,6
ORD-17345,2022-10-27,Highlighter Pack,Office Supplies,East,104.01,-9.44,6
ORD-73373,2022-10-27,Sony Headphones,Technology,West,478.45,97.04,3
ORD-18130,2022-10-27,IKEA Standing Desk,Furniture,South,1418.96,147.87,5
ORD-22308,2022-10-28,Whiteboard Markers,Office Supplies,West,127.74,28.75,9
ORD-69589,2022-10-29,Pen Set,Office Supplies,Central,136.56,34.96,8
ORD-13201,2022-10-29,Samsung Galaxy Tab,Technology,West,2082.25,391.27,4
ORD-84086,2022-10-29,Whiteboard Markers,Office Supplies,South,90.79,33.21,8
ORD-44253,2022-10-30,Herman Miller Chair,Furniture,South,626.58,85.64,1
ORD-27326,2022-10-31,SanDisk SSD 1TB,Technology,South,590.25,127.02,7
ORD-86563,2022-10-31,Herman Miller Chair,Furniture,West,4883.48,555.21,6
ORD-26207,2022-10-31,Pen Set,Office Supplies,Central,146.11,51.48,8
ORD-72784,2022-10-31,IKEA Standing Desk,Furniture,Central,2345.96,281.51,6
ORD-95964,2022-11-01,Wooden Bookshelf,Furniture,East,245.36,33.36,1
ORD-92178,2022-11-01,Binder Clips Box,Office Supplies,South,60.56,19.94,10
ORD-69372,2022-11-02,HP LaserJet Printer,Technology,East,1211.63,151.4,3
ORD-49306,2022-11-02,Filing Cabinet,Furniture,Central,1157.66,166.15,7
ORD-71995,2022-11-03,Leather Sofa,Furniture,West,3592.11,415.43,3
ORD-81932,2022-11-03,Stapler Set,Office Supplies,East,19.89,4.96,1
ORD-53694,2022-11-04,SanDisk SSD 1TB,Technology,South,462.64,122.52,5
ORD-13104,2022-11-04,Filing Cabinet,Furniture,East,2093.73,251.65,9
ORD-33456,2022-11-04,Sony Headphones,Technology,South,1054.42,238.53,7
ORD-28004,2022-11-05,Sticky Notes Pack,Office Supplies,South,64.89,-4.53,7
ORD-63963,2022-11-07,A4 Paper Ream,Office Supplies,Central,43.47,10.05,6
ORD-73505,2022-11-07,Sticky Notes Pack,Office Supplies,West,38.66,10.09,4
ORD-16505,2022-11-08,Pen Set,Office Supplies,Central,76.31,27.14,4
ORD-74923,2022-11-08,Highlighter Pack,Office Supplies,Central,102.71,22.54,7
ORD-82463,2022-11-09,Leather Sofa,Furniture,East,6175.8,965.29,5
ORD-72163,2022-11-09,Wooden Bookshelf,Furniture,South,1042.31,127.44,6
ORD-89140,2022-11-10,Binder Clips Box,Office Supplies,West,16.16,-1.17,2
ORD-16621,2022-11-10,A4 Paper Ream,Office Supplies,South,64.05,15.73,9
ORD-31135,2022-11-11,A4 Paper Ream,Office Supplies,South,23.51,3.65,3
ORD-52287,2022-11-11,Leather Sofa,Furniture,West,1103.22,133.82,1
ORD-13113,2022-11-11,Binder Clips Box,Office Supplies,Central,12.49,2.2,2
ORD-13784,2022-11-11,Glass Coffee Table,Furniture,East,2161.44,238.2,6
ORD-59807,2022-11-12,Whiteboard Markers,Office Supplies,West,22.97,-2.41,2
ORD-47810,2022-11-12,SanDisk SSD 1TB,Technology,South,485.66,107.74,7
ORD-32439,2022-11-12,Whiteboard Markers,Office Supplies,East,112.53,28.74,9
ORD-76127,2022-11-12,Pen Set,Office Supplies,South,84.37,18.34,5
ORD-25807,2022-11-12,SanDisk SSD 1TB,Technology,Central,437.46,62.18,5
ORD-41956,2022-11-13,Sticky Notes Pack,Office Supplies,West,61.73,16.75,5
ORD-19807,2022-11-13,Sticky Notes Pack,Office Supplies,East,36.59,10.61,3
ORD-64379,2022-11-13,Binder Clips Box,Office Supplies,Central,72.71,23.4,10
ORD-45697,2022-11-15,Herman Miller Chair,Furniture,East,8407.71,1328.42,9
ORD-38221,2022-11-15,SanDisk SSD 1TB,Technology,South,417.29,95.03,5
ORD-76412,2022-11-17,Binder Clips Box,Office Supplies,Central,63.0,15.45,8
ORD-93623,2022-11-18,IKEA Standing Desk,Furniture,South,2966.02,246.63,10
ORD-76265,2022-11-18,Pen Set,Office Supplies,East,26.65,8.29,1
ORD-57477,2022-11-19,Binder Clips Box,Office Supplies,South,25.81,6.78,4
ORD-63334,2022-11-20,Highlighter Pack,Office Supplies,West,13.8,3.5,1
ORD-13956,2022-11-20,Dell XPS 15,Technology,East,10010.34,2099.5,8
ORD-47757,2022-11-20,Filing Cabinet,Furniture,South,342.66,41.63,2
ORD-92465,2022-11-21,Filing Cabinet,Furniture,South,1107.04,142.95,6
ORD-72216,2022-11-22,Highlighter Pack,Office Supplies,Central,108.64,29.63,9
ORD-40369,2022-11-22,Highlighter Pack,Office Supplies,Central,27.16,-1.85,2
ORD-52258,2022-11-22,SanDisk SSD 1TB,Technology,South,675.74,122.11,9
ORD-89129,2022-11-22,Samsung Galaxy Tab,Technology,Central,3460.62,702.07,8
ORD-14081,2022-11-24,Binder Clips Box,Office Supplies,Central,41.9,9.04,6
ORD-53383,2022-11-24,Stapler Set,Office Supplies,West,68.46,19.3,4
ORD-75619,2022-11-25,Samsung Galaxy Tab,Technology,South,2529.44,283.6,6
ORD-97320,2022-11-25,Filing Cabinet,Furniture,South,167.13,15.56,1
ORD-45755,2022-11-25,Dell XPS 15,Technology,South,1883.56,314.49,2
ORD-19830,2022-11-26,Logitech Wireless Mouse,Technology,West,299.56,52.86,7
ORD-53228,2022-11-26,Wooden Bookshelf,Furniture,South,370.64,48.24,2
ORD-11617,2022-11-27,Sticky Notes Pack,Office Supplies,West,49.71,17.63,5
ORD-91506,2022-11-28,Binder Clips Box,Office Supplies,South,46.57,13.9,8
ORD-28333,2022-11-28,Herman Miller Chair,Furniture,Central,6400.22,813.32,8
ORD-23143,2022-11-28,Stapler Set,Office Supplies,West,144.64,54.51,8
ORD-70199,2022-11-28,Apple MacBook Pro,Technology,Central,5928.64,1381.79,5
ORD-35457,2022-11-29,Dell XPS 15,Technology,Central,10215.18,1279.03,10
ORD-23424,2022-11-30,Leather Sofa,Furniture,Central,7454.87,1136.13,6
ORD-71228,2022-12-01,Apple MacBook Pro,Technology,Central,5638.91,957.71,5
ORD-67496,2022-12-04,IKEA Standing Desk,Furniture,South,2569.14,327.35,9
ORD-44741,2022-12-05,HP LaserJet Printer,Technology,Central,3055.99,579.06,9
ORD-77388,2022-12-06,Wooden Bookshelf,Furniture,East,1023.11,141.93,4
ORD-67366,2022-12-06,IKEA Standing Desk,Furniture,West,1304.94,166.98,3
ORD-13251,2022-12-06,Stapler Set,Office Supplies,Central,64.14,16.59,5
ORD-25538,2022-12-06,Pen Set,Office Supplies,South,30.91,8.81,2
ORD-29978,2022-12-07,Leather Sofa,Furniture,East,2895.45,569.81,2
ORD-88766,2022-12-07,Canon DSLR Camera,Technology,Central,5317.63,1023.4,9
ORD-49251,2022-12-07,Herman Miller Chair,Furniture,East,6633.99,621.38,8
ORD-74178,2022-12-08,Sony Headphones,Technology,West,1338.73,238.46,9
ORD-24818,2022-12-08,Filing Cabinet,Furniture,Central,1319.99,164.8,7
ORD-19570,2022-12-08,Apple MacBook Pro,Technology,Central,1292.62,306.67,1
ORD-58193,2022-12-08,Herman Miller Chair,Furniture,Central,6956.86,823.53,10
ORD-81265,2022-12-09,HP LaserJet Printer,Technology,East,3176.67,425.31,10
ORD-34102,2022-12-09,Wooden Bookshelf,Furniture,Central,1549.68,205.86,7
ORD-89415,2022-12-10,Sony Headphones,Technology,South,835.86,118.1,6
ORD-52421,2022-12-11,Logitech Wireless Mouse,Technology,South,283.46,84.46,10
ORD-17383,2022-12-11,HP LaserJet Printer,Technology,Central,2253.02,391.56,7
ORD-10633,2022-12-12,Logitech Wireless Mouse,Technology,South,224.93,67.03,7
ORD-98410,2022-12-12,Binder Clips Box,Office Supplies,East,73.51,12.84,10
ORD-55838,2022-12-13,Wooden Bookshelf,Furniture,East,1500.77,213.35,5
ORD-85085,2022-12-13,Herman Miller Chair,Furniture,Central,8864.34,1374.44,10
ORD-17721,2022-12-13,HP LaserJet Printer,Technology,South,1832.17,238.72,7
ORD-84349,2022-12-15,IKEA Standing Desk,Furniture,East,2507.46,320.42,6
ORD-21536,2022-12-15,Logitech Wireless Mouse,Technology,Central,142.38,45.04,4
ORD-96194,2022-12-15,Binder Clips Box,Office Supplies,Central,38.23,9.77,6
ORD-99024,2022-12-16,HP LaserJet Printer,Technology,South,557.55,71.42,2
ORD-78712,2022-12-16,Highlighter Pack,Office Supplies,West,13.95,3.07,1
ORD-12367,2022-12-16,Sony Headphones,Technology,South,456.15,108.22,3
ORD-38752,2022-12-16,Glass Coffee Table,Furniture,Central,1944.5,362.72,8
ORD-80010,2022-12-17,Samsung Galaxy Tab,Technology,East,5063.27,737.95,10
ORD-79065,2022-12-17,IKEA Standing Desk,Furniture,South,1664.22,171.86,6
ORD-21171,2022-12-17,Wooden Bookshelf,Furniture,South,2022.98,281.8,9
ORD-43022,2022-12-18,Wooden Bookshelf,Furniture,Central,467.04,69.44,2
ORD-80402,2022-12-18,Canon DSLR Camera,Technology,West,3686.32,688.69,5
ORD-70249,2022-12-21,Whiteboard Markers,Office Supplies,Central,123.21,45.97,9
ORD-73999,2022-12-21,Dell XPS 15,Technology,South,7644.56,1699.31,8
ORD-26827,2022-12-22,Glass Coffee Table,Furniture,West,2846.44,513.48,10
ORD-82350,2022-12-22,A4 Paper Ream,Office Supplies,South,16.03,4.19,2
ORD-87728,2022-12-22,Leather Sofa,Furniture,West,5379.63,1050.79,5
ORD-33081,2022-12-22,Highlighter Pack,Office Supplies,Central,78.09,15.12,6
ORD-38697,2022-12-23,Canon DSLR Camera,Technology,West,3883.4,538.13,5
